,timestamp,visitorid,event,itemid,transactionid
1300446,1441750221785,1373652,view,34388,
282444,1434404879265,1280165,view,133907,
465858,1435071715864,442825,view,415834,
481286,1435187747199,321396,view,323005,
1293929,1441710746902,687959,view,37810,
1512540,1430806836890,8582,view,303828,
480056,1435169809418,371747,view,450726,
167450,1433821753684,1349263,view,61273,
1356284,1441995929525,858100,view,319380,
1305216,1441734977422,198270,view,266832,
2295399,1436721587959,790971,view,187060,
1759197,1431905605409,1215910,view,145223,
105764,1433533024720,1336362,view,17551,
137319,1433730569013,890378,view,433397,
809280,1439439045496,1178998,view,57060,
2171773,1436191504861,1057135,view,29940,
1332037,1441914720508,1361865,view,88289,
347687,1434606465960,644189,view,48030,
2581499,1437763245295,525613,view,339338,
1039694,1440537869603,294198,view,279719,
1209958,1441290109346,975181,view,136359,
1595628,1431189462800,341084,view,236519,
889438,1439788273041,575528,view,304685,
1835665,1432137587902,278016,view,277264,
1878653,1432352303694,561079,view,365015,
1381941,1442039093133,61153,view,411200,
360446,1434670957945,707956,view,24274,
1167179,1441171633629,1358381,view,177152,
1433295,1442360201962,54,view,442228,
2351135,1436912038601,137599,view,136860,
498092,1435290320653,156537,view,387377,
2308896,1436733990227,1253525,view,395435,
213260,1434000967208,617973,view,356601,
1282838,1441679875521,649636,view,344424,
2525979,1437630827222,907482,view,210087,
1205209,1441307277140,139708,view,86511,
428470,1435025787468,252546,view,225399,
1411444,1442274841337,1043560,view,341925,
1622614,1431366778661,1017619,view,314841,
406,1433194005239,350566,view,462394,
1253843,1441591522411,1290699,view,466301,
1420168,1442268833796,94422,view,260650,
2494871,1437485232899,491579,view,42336,
630718,1438552353226,897029,view,212898,
182819,1433877005180,535488,view,102301,
375209,1434756771767,857325,view,366910,
974881,1440178520797,263301,view,323061,
1951307,1432684199204,37581,view,71442,
2013914,1432919571774,163561,view,333803,
833855,1439501429683,65159,view,325441,
941108,1440020110589,269547,view,459325,
1823129,1432154799538,1161163,view,186659,
1039107,1440542410828,1212426,addtocart,261910,
2359168,1436924974511,301496,view,461686,
1802886,1432051937311,74801,view,436998,
1051219,1440558601411,228661,view,320130,
2093350,1435876595814,1400469,view,40864,
609925,1435703749501,553265,view,86497,
2194146,1436302878824,310759,view,276624,
1233174,1441405637568,736384,view,204494,
1870243,1432300587071,789319,view,201145,
248060,1434120540893,1243421,view,129490,
2197300,1436315724598,853807,view,406992,
108775,1433561438059,1348296,view,416952,
1947343,1432700159050,733056,view,423944,
2319482,1436818233710,693528,addtocart,162722,
960266,1440129291599,754781,transaction,338543,9678.0
1103452,1440788187334,445495,view,29588,
1195570,1441239080274,567057,view,75889,
2211801,1436416248496,334504,view,43551,
86730,1433442874019,811496,view,327819,
1252073,1441587531080,50854,view,465824,
4927,1433138724461,205491,view,419567,
67214,1433340069075,288662,view,334094,
1364815,1442005025104,949788,view,275406,
1883885,1432411798490,1170541,view,258856,
1634828,1431452464272,1017455,view,367660,
2410394,1436994792280,526696,addtocart,230911,
2586264,1437879743167,674871,view,412560,
773445,1439231415318,56055,view,294466,
1554297,1431059195034,1107296,view,39942,
2020653,1432930318933,163561,view,385598,
2221090,1436409565049,1134928,view,147294,
2309335,1436756860260,431138,view,414410,
252349,1434112338343,728565,view,312326,
1867763,1432335046323,918036,view,89688,
325746,1434489531189,1122038,view,381974,
76527,1433476587780,910485,view,389172,
663131,1438647117574,1387301,view,442889,
799253,1439348880586,888662,view,398201,
2161789,1436199361485,150395,view,454771,
2561080,1437687580604,1279239,view,277442,
1494448,1430792474325,951633,view,432873,
1281143,1441679409021,10406,view,182502,
1228937,1441388753892,708108,view,163640,
2555591,1437669752672,752404,view,165823,
1534982,1430963542444,565764,view,307018,
1370531,1442118700862,1110200,view,137040,
555999,1435494044010,545246,view,461337,
2507064,1437506723704,872241,view,166094,
1699225,1431665138719,1251975,view,346782,
363146,1434608919690,309652,view,139659,
1102534,1440785244033,874899,view,295350,
1297901,1441739605340,240814,view,19588,
1681510,1431607717518,1249664,view,336355,
694952,1438798947253,919906,view,464220,
97199,1433539099908,1233043,view,383601,
443244,1434990257796,1273460,view,391484,
2560777,1437696901386,477826,view,368060,
773318,1439231548463,571887,view,44943,
1533542,1430928381561,239533,view,174529,
2069415,1435788848037,377932,view,220422,
1405050,1442217015759,965871,view,30823,
2147330,1436076580180,1228616,view,180337,
2743114,1438356099661,1150086,view,204969,
2742127,1438400056020,1044877,addtocart,218178,
545166,1435358468841,1040844,view,33518,
2137628,1436140754387,99779,view,298465,
2601209,1437805298801,1387364,view,112298,
1808112,1432058332584,1078588,view,125016,
1804629,1432094528984,1044841,view,223264,
1966175,1432754232999,1326604,view,340825,
289726,1434294146786,1229221,view,211985,
256551,1434124104257,829727,view,446063,
13534,1433141155817,255282,view,282935,
2118923,1435988727825,384692,view,180962,
685002,1438805676084,1191499,view,82174,
1503638,1430863804730,1193899,addtocart,345551,
1075298,1440602604406,527135,view,130949,
1983541,1432734776644,1132431,view,437595,
18224,1433186643034,1094490,view,454964,
626584,1438565651557,772250,view,243169,
2178525,1436312227195,935261,view,466378,
2369195,1436889326734,356149,view,243029,
2507414,1437499497823,941721,view,196830,
2485890,1437446030972,20411,view,78795,
1840554,1432182757898,909607,view,231277,
2130756,1436022166195,1016598,view,416979,
2089577,1435818374759,1364026,view,169285,
312445,1434510265790,205139,transaction,114342,7871.0
2050151,1433127801296,1008406,view,172261,
1089809,1440696764116,19125,view,213891,
1128214,1440874794767,735867,view,172081,
821387,1439413072103,482503,view,120648,
1108196,1440774832560,517248,view,298512,
372748,1434743873537,634327,view,329676,
1615264,1431360931844,488353,view,291434,
1549595,1430941696167,323132,view,424265,
1430643,1442331258195,209166,view,287864,
1288527,1441714021752,172109,view,466321,
2387658,1437081337007,442607,view,389158,
1247200,1441472964050,1216827,addtocart,198506,
1184804,1441220107697,709973,view,281003,
1382183,1442061899276,436363,view,65808,
708559,1438896773064,731406,view,65273,
1503124,1430756721868,250475,view,333501,
1159193,1441042581030,476586,addtocart,397692,
836556,1439499602003,1179124,view,108454,
450014,1435072327111,1095776,view,73988,
2451167,1437348235986,99537,view,251820,
2548012,1437699095591,597155,view,178163,
1736832,1431758483378,1369622,view,90378,
2673903,1438101764729,383676,view,66424,
563840,1435551515330,810874,view,200425,
1930976,1432496853986,899181,view,326447,
2737473,1438377492017,1042466,view,76249,
1395830,1442157445850,1235879,view,426751,
662388,1438657402571,127095,view,43441,
2497296,1437507666435,1402052,view,181146,
1093975,1440712213559,1360757,view,334118,
2173428,1436234681990,185511,view,354901,
1516531,1430806136919,727018,view,17649,
1872112,1432321895263,351149,view,136298,
1212294,1441343907765,981375,addtocart,32581,
2573739,1437718333171,1387398,view,235047,
616790,1438448208595,1140951,view,278586,
2522017,1437587260491,1017163,view,113042,
2726820,1438276424976,1011883,view,450641,
1351431,1441955756427,1197745,view,345287,
1111237,1440779736484,277081,view,37331,
1296064,1441717016171,154790,view,27412,
2418466,1437145031516,1029646,view,281464,
1859921,1432231741107,213449,view,403617,
1981581,1432775486081,500166,view,235224,
1692021,1431647374803,1078657,view,290116,
422876,1434939052384,820902,view,198665,
1181759,1441166630909,716075,view,293553,
2729975,1438308867875,3404,transaction,7642,10670.0
33261,1433257381609,156035,view,357054,
62734,1433389168561,1252432,view,373505,
378674,1434728551868,212105,view,35939,
1835527,1432125705981,981473,view,417658,
615831,1438443609452,1215712,view,212438,
1844837,1432255171370,412159,view,55515,
567309,1435643970679,645471,view,190339,
173384,1433908904397,675685,view,4982,
2235228,1436495073679,504734,view,201478,
1427135,1442338335109,46824,view,38641,
564121,1435547549683,649652,view,36497,
2035074,1433028262716,1213205,view,112782,
832034,1439482220508,922248,view,65273,
674945,1438707602999,750155,addtocart,143446,
2578503,1437747070566,444654,transaction,26838,14020.0
1559389,1431007576128,260155,view,262407,
1440124,1442373313902,755605,transaction,416012,5812.0
645869,1438612694301,427424,view,377682,
2155470,1436167614294,801977,view,179932,
2650051,1438037818929,42857,view,20623,
2605705,1437874434498,931276,addtocart,272324,
2302138,1436748195529,1356414,view,21017,
1732913,1431830368540,669821,view,359844,
244286,1434046605689,952733,view,24482,
2597106,1437852546203,89721,view,161948,
366988,1434670020021,470353,view,204808,
444481,1435008956366,171433,view,439442,
354054,1434693514987,1338624,view,338411,
1515099,1430865583266,1232157,view,206218,
987956,1440173567177,73081,view,418522,
2520904,1437595610389,870273,view,441668,
1328102,1441856256230,608509,view,104541,
581377,1435593354918,1026568,view,34561,
159685,1433788480812,553787,view,67814,
419841,1434948529442,551344,view,413951,
106255,1433564945727,744290,view,53066,
2595604,1437884816933,378635,view,237153,
1521873,1430887566590,515618,view,257195,
1076927,1440697998164,1345685,view,368398,
110032,1433558218386,634068,view,87915,
1325363,1441828978141,2310,view,182419,
980036,1440209288457,439755,view,150211,
256900,1434155798656,384373,view,243600,
748861,1439059390302,621729,view,367927,
2219017,1436416762251,1111174,view,200858,
895231,1439828924962,1093925,view,186888,
1075362,1440603010427,366244,view,22376,
591491,1435669116985,999659,view,5219,
272662,1434415889664,600774,view,371445,
1653592,1431452916658,598509,view,285822,
1847697,1432267769210,12609,view,401104,
1198212,1441228311940,1388866,view,347226,
1704883,1431697611347,222818,view,387373,
1878251,1432299345005,589345,view,453819,
1655584,1431553663718,939630,view,348352,
501303,1435277196109,251520,view,233159,
1054360,1440541281216,108759,view,340190,
1319728,1441832938994,1367126,view,388195,
1043078,1440536667498,868493,view,12805,
2624324,1437895960584,850399,view,81937,
2452267,1437364548823,1405917,view,253790,
508423,1435289928421,12230,view,323490,
842748,1439460495560,1358482,view,23257,
2260277,1436636433726,720229,view,463652,
795544,1439272894095,301732,view,315309,
160812,1433808536592,817008,view,242730,
678690,1438724503009,667866,view,354153,
1435403,1442319476039,344989,view,424316,
922685,1439953758336,69596,view,190000,
174974,1433887272772,736721,view,459080,
139209,1433709798717,1040674,view,179601,
2152148,1436130520725,748593,view,320494,
65158,1433364315991,41227,view,398489,
2383806,1437090493333,801635,view,291039,
2315156,1436703250831,628464,view,267504,
1287387,1441755436167,504995,view,274974,
334277,1434570003047,798618,view,270291,
1262103,1441577522796,1207800,view,422260,
2323383,1436811802642,772594,view,43487,
658738,1438665082207,324214,view,345333,
154576,1433825460052,108792,view,50467,
2312561,1436752958577,163086,view,152433,
2435344,1437199811790,762107,view,202534,
1927006,1432514867264,818254,view,165362,
309441,1434502178359,315134,view,206476,
319938,1434480928308,800475,view,340894,
382323,1434768501591,520057,view,415781,
942160,1439998932545,151339,view,277286,
2444232,1437241968962,180548,view,311863,
948547,1440032491536,79544,view,454946,
2619537,1437975009161,1249545,view,233452,
2047567,1433132394093,1272928,view,354462,
1877119,1432315478868,1377304,view,187609,
1657929,1431575191397,1262896,view,418794,
1886691,1432410431728,495019,view,191360,
2103420,1435907668343,607187,view,217765,
755743,1439073696471,906930,view,462327,
541341,1435384249861,7051,view,258608,
1132128,1440958179440,844848,view,328646,
1003227,1440343723794,976134,view,434487,
2146714,1436129002874,1380892,view,415232,
2388832,1437089639838,721763,view,166691,
1317833,1441842691405,886989,view,5411,
2206408,1436392495405,1015139,view,222465,
1234854,1441508577382,567763,view,60411,
624501,1438490275991,79588,view,249111,
2741377,1438386091760,1264475,view,458894,
1157360,1441035932112,182928,view,67666,
760611,1439161895387,1284142,view,183087,
2101525,1435871722807,1352338,view,143416,
2170811,1436204618179,587213,view,324908,
1582893,1431119004263,261779,view,48382,
2187430,1436289839626,1121382,view,89509,
1537553,1430926023984,742154,view,155319,
1644385,1431490752056,176969,view,88225,
1411987,1442261901751,652721,view,400211,
2000708,1432855232707,69174,view,262477,
2738129,1438388634011,1094070,view,374833,
637285,1438539910063,1350024,view,209791,
1301203,1441748942638,271753,view,92362,
1217839,1441309193780,657541,view,141876,
2182816,1436292458156,1277755,view,194186,
274511,1434392857358,1263096,view,205814,
1677869,1431527531611,223734,view,104183,
404201,1434806124078,1159806,view,109036,
2348609,1436893814198,92963,view,395320,
1740383,1431822744555,202145,view,249667,
532290,1435347808015,538167,view,24602,
1376554,1442077929418,537310,view,234329,
2333661,1436816486479,872505,view,255115,
2430924,1437166774181,192193,view,241052,
1731735,1431804945219,527069,view,90240,
158391,1433827148631,1401574,view,244027,
1616723,1431373693126,828700,view,337654,
1433951,1442347058981,1152546,view,102116,
1628109,1431398933129,1042418,view,408779,
1560866,1431052165605,657492,view,416045,
435297,1434996931494,960379,view,147017,
2092414,1435856196815,522161,view,326911,
1222816,1441427111156,28844,view,450762,
1616068,1431385369891,1284134,view,75075,
2447291,1437236356150,518851,view,334118,
2150572,1436153425542,1172405,view,103634,
1995110,1432845564514,985318,view,47243,
862426,1439695753232,799156,view,366551,
864483,1439675570702,862316,view,168246,
258367,1434173871938,1391761,view,309273,
2281575,1436559305546,148118,view,303828,
1396900,1442166454594,21753,addtocart,4538,
2167002,1436204838890,471210,transaction,222888,5309.0
1532412,1430946252821,415556,view,315181,
2181567,1436283773729,321913,view,455183,
2059913,1435798576473,566189,view,125906,
1739277,1431779950650,147335,view,179916,
622698,1438426433231,126849,view,112136,
2543871,1437631290711,569043,view,278663,
2097217,1435869138059,836635,view,109778,
1119862,1440874871407,380446,view,26988,
581922,1435633867195,382711,view,399031,
1340474,1441923329472,736182,view,197646,
623243,1438490105401,1054784,view,76250,
684146,1438716184565,1202493,view,413125,
2643872,1437932472600,174972,addtocart,365482,
361959,1434675887835,1226759,view,124780,
2376650,1437102873298,1022432,view,50855,
147071,1433809089996,162290,view,68563,
750673,1439085545200,1305281,view,275792,
2254541,1436671947890,196018,view,195842,
2459017,1437358182788,444358,view,324624,
388992,1434744397574,894747,view,30079,
1101656,1440779790792,1169603,view,261634,
1149712,1441052759257,335573,view,327771,
949198,1440014587564,476220,view,416457,
98410,1433487356535,719842,view,210798,
2110579,1435987815545,1243532,view,93941,
749213,1439071221700,1236642,view,302142,
267353,1434420213486,934767,view,158515,
1616693,1431371818020,672433,view,238447,
2249068,1436463447101,962252,view,386476,
8853,1433176378567,809753,view,329693,
468955,1435102582233,809109,transaction,206527,3908.0
2458585,1437338947210,238720,view,138179,
563521,1435514782883,1025393,view,73750,
1990422,1432855809493,189366,view,28674,
1071173,1440645006130,1164347,view,59010,
371882,1434641090059,863515,view,353861,
1827252,1432170486099,57962,view,70035,
1750670,1431876334713,1122018,view,419603,
309406,1434502258381,626574,view,243170,
1230552,1441401423827,1232672,view,226127,
1866445,1432322883062,886877,view,186869,
1174468,1441116735172,1327872,view,8259,
460352,1435096320809,1323195,view,393028,
427826,1434987607444,1015599,view,19057,
1962707,1432703922316,368850,view,184628,
382917,1434737915721,297567,view,284648,
1234410,1441398254479,361041,view,358021,
2514394,1437542435056,861922,view,446889,
1065412,1440616077289,645525,view,212917,
68290,1433311391053,1066456,view,67182,
2589865,1437856622049,1178546,view,387035,
685568,1438811240936,220047,view,162991,
2060745,1435775717046,960773,view,60323,
2391176,1436982822073,539743,addtocart,361554,
2047662,1433132826957,257684,view,219626,
886819,1439783463348,1121735,view,208949,
1514716,1430888094730,609499,view,141661,
2459980,1437331027294,1235136,view,301404,
435102,1434999199879,1236341,view,270395,
2035061,1433025735956,1202694,view,1619,
623674,1438449770254,610902,view,341532,
582238,1435602821786,669641,view,444732,
1897156,1432420586066,235985,view,106778,
2069591,1435768476671,138750,view,81478,
2457058,1437329272797,786979,view,268844,
570196,1435629896016,956660,view,268978,
1197557,1441214188956,1336601,view,247053,
1605397,1431288991630,1060578,view,270748,
2734695,1438302768327,892013,view,303446,
872453,1439650951072,113771,view,106322,
1189307,1441227899672,1359995,view,89662,
566072,1435527078502,123219,view,78144,
143036,1433736402914,1381830,view,447823,
1134042,1440992187653,588800,view,344918,
2671839,1438051149779,560206,view,348304,
875411,1439744623875,1048080,view,332768,
429687,1435011735912,274480,view,185504,
173352,1433909969122,489148,view,350766,
192313,1433959073661,166660,view,353684,
1396653,1442173472549,485672,view,191255,
379678,1434746447513,341830,view,262051,
1799564,1432094193751,785892,view,37287,
782231,1439229918050,1150086,view,85447,
1251277,1441585761203,1290569,view,8779,
2066545,1435775969666,609129,view,136860,
1364903,1441973737329,841061,view,456972,
1715841,1431711805997,76261,view,363249,
1769251,1431972542634,281789,view,161975,
1194562,1441231602922,738523,view,89010,
462080,1435064825753,326780,addtocart,144023,
1107460,1440808151977,104829,view,357446,
887130,1439706190200,602737,view,336756,
968789,1440064108140,982147,view,207511,
2623505,1437972994622,896554,view,422953,
2682059,1438094162568,819976,view,218449,
735888,1438963401854,470348,view,196673,
361439,1434680862890,1336960,view,57221,
602267,1435722675954,1304401,view,373306,
2240954,1436423370555,1181116,view,380250,
2570953,1437748853066,370312,view,198784,
2591048,1437864623462,104560,view,301020,
647624,1438630319074,122623,view,247909,
2321110,1436802436991,160443,view,22707,
1278087,1441667601168,914241,view,335292,
788083,1439264791597,1331110,view,455694,
1098604,1440783283433,1273306,view,124982,
1141264,1440985084626,755539,view,428268,
2057024,1433099068565,30402,view,234526,
1499392,1430788501076,1141136,view,55395,
834320,1439531136497,748417,view,124264,
1814869,1432064371604,663591,addtocart,327083,
250803,1434139579445,789933,view,212493,
892026,1439845015614,1150086,view,382258,
374247,1434738892502,735686,view,55020,
1592320,1431219665656,66762,view,163052,
2402301,1436973248978,643291,view,407320,
2521914,1437587540208,53886,view,65,
723867,1438888944503,572743,view,248605,
76861,1433444294456,1249549,view,373130,
2671513,1438034955834,1399361,view,413420,
55179,1433343754369,688534,view,42997,
2071867,1435807186838,1312147,view,75779,
770060,1439234015747,1369746,view,451027,
5164,1433140078328,61554,view,385691,
2636745,1437946206271,1362495,view,228491,
2629740,1437910213451,175590,view,248857,
1759206,1431906715458,501558,view,295841,
768661,1439124155961,520382,view,154762,
2719467,1438299011924,395012,view,46399,
1606353,1431289429258,443791,view,279457,
2189853,1436282958839,196218,view,366083,
2115264,1435960478159,1030890,view,171962,
866796,1439666735011,826030,view,139287,
2259919,1436637342850,1249937,view,45193,
1602836,1431288617432,458815,view,51354,
2373577,1437075044683,103769,view,240170,
563466,1435509908698,369198,view,389926,
1705198,1431720235364,1229931,view,246560,
47969,1433373998370,720034,view,95808,
478567,1435197007688,1306501,view,229857,
1982552,1432777315302,651637,view,2776,
1751877,1431882520395,162014,view,49229,
665122,1438725067630,535817,view,378862,
2498267,1437530639219,1264404,view,271822,
1443382,1442436514487,15780,view,440807,
228430,1434071054492,76757,view,387562,
2489854,1437420309856,1021922,view,196316,
16528,1433202002987,1224988,view,37273,
540727,1435337009329,316667,view,110508,
568239,1435587952723,1247458,view,328132,
1740709,1431792877276,441784,view,195514,
2657793,1438031025908,1093787,view,10521,
2008119,1432936402991,1018026,view,332623,
2273645,1436650046560,889078,view,204494,
1219101,1441388096501,589020,view,178402,
821634,1439399800427,1102371,view,248975,
1497417,1430800449868,1015203,view,214158,
1802988,1432064695672,237742,addtocart,156108,
1653956,1431441616635,674936,view,296465,
1547395,1430892605439,905480,view,371306,
235550,1434061973986,566713,view,48261,
1219575,1441401995928,140999,view,349641,
916257,1439958017682,193959,view,249789,
974086,1440211523587,480766,view,260282,
1239612,1441484695104,994873,view,257655,
263632,1434396019428,1203683,view,391387,
1836301,1432105549668,877113,view,288175,
232472,1434073796333,173212,view,397662,
2030284,1433015604640,1004500,view,111511,
65933,1433381148551,836778,view,75355,
1847460,1432217290448,1106769,view,462682,
2130827,1436024978858,1023741,view,81011,
453338,1435083129819,805443,view,311730,
1853163,1432226354730,349848,view,154081,
1639820,1431448620892,795715,view,119365,
1554578,1431031571005,1146735,view,147802,
519587,1435448068467,691019,view,201434,
2088423,1435861189695,1004682,view,69081,
223277,1434218629687,1367711,view,393026,
2107256,1435983305402,237365,view,98728,
2071128,1435776822892,1242255,addtocart,8122,
501568,1435264867460,444655,view,113641,
2044124,1433105802542,1070108,view,401093,
518520,1435419968873,494014,view,277627,
1273742,1441645272114,250292,view,367644,
2486381,1437399349109,938626,view,46555,
1204249,1441299634118,1407033,view,147807,
729661,1438937350500,1070486,view,377858,
689138,1438759169596,1178773,view,71233,
767969,1439137140737,784018,view,69207,
1192537,1441215213674,25503,view,299667,
720822,1438899572893,101847,view,385240,
2574459,1437758868883,1287414,view,319751,
1907968,1432611237021,926280,view,156485,
1843566,1432226922197,181589,view,296577,
2502244,1437525438700,1193413,view,354449,
488948,1435162625804,138992,view,331311,
2287475,1436572444572,1398562,view,2110,
870612,1439703883605,379754,view,316243,
2592263,1437820877547,882123,view,415470,
1753397,1431921606577,650747,view,7943,
1419562,1442295174475,131729,view,368204,
1623830,1431405907077,100317,view,16813,
1181047,1441134065326,762044,view,113146,
841067,1439513373725,732535,view,269760,
251206,1434146416877,981298,view,224838,
271044,1434408538314,921225,view,296806,
1309041,1441852602322,1317820,view,18799,
447861,1435025205346,1304339,view,126555,
2191461,1436270175371,121981,view,303619,
2336884,1436807776303,406245,view,295846,
1087227,1440692758505,594101,view,446889,
1183841,1441215885549,1296477,view,48570,
821219,1439376460939,694990,view,279654,
169715,1433831168503,64490,view,210790,
2394189,1437016951769,228025,view,89439,
2224616,1436379279603,989062,view,222613,
727625,1438981217479,823243,addtocart,378003,
65882,1433379087379,1079313,view,208106,
1735019,1431808241486,190194,view,326901,
440800,1434998461813,1095231,view,68337,
1484233,1430791227105,43304,view,205044,
2514375,1437544492366,837831,view,147789,
1203884,1441317902630,1100859,view,340120,
784707,1439260494889,97402,view,231482,
414179,1434930933744,917490,view,149521,
1618675,1431390840345,76768,view,452647,
1177548,1441144335277,831662,view,444955,
1098951,1440792263296,249333,view,287422,
716012,1438880505482,191644,view,109367,
1999998,1432840479593,1234480,view,368559,
165188,1433798997693,137896,view,320376,
1937860,1432447225705,1398591,view,190263,
2297896,1436762553033,1203577,view,176113,
2654244,1438036289511,1078801,view,229896,
497652,1435213926478,84571,view,63142,
6049,1433200164414,1119169,view,254008,
1332103,1441915331433,666306,view,280724,
2145485,1436133626947,1037711,view,299222,
2465418,1437368667611,877074,view,328842,
1799848,1432069637237,232593,view,100150,
2411607,1436984557833,816215,view,392146,
1643285,1431474548370,507252,view,286314,
1922020,1432577730291,878899,view,252944,
894221,1439866386388,456693,view,265504,
1227182,1441347986476,1106458,view,451836,
776567,1439240814561,37090,view,91105,
1238042,1441461996746,389632,view,269215,
650285,1438631823160,1061738,view,162139,
306083,1434475763198,739719,view,374675,
399718,1434843853865,1275553,view,385690,
1321468,1441819269272,1184657,view,356005,
1469216,1430648658149,1268212,view,301492,
2075505,1435808701521,953494,view,262852,
212513,1433978514409,375458,view,40864,
740199,1438952699003,184536,view,187946,
2434850,1437261303080,972098,view,6828,
2400566,1436997729579,392796,view,29196,
760139,1439168412791,263867,view,375332,
405019,1434818296505,678396,view,373128,
97178,1433542734463,237359,view,3000,
1911341,1432596823135,702317,view,302168,
1229409,1441381457199,202640,view,287243,
1568711,1431038303422,935325,view,170052,
1162490,1441064178719,665570,view,265809,
1830209,1432154357099,804196,view,335261,
1460577,1442514584069,898111,view,377301,
2731914,1438278360061,1202191,view,405864,
118321,1433654781636,51147,view,34130,
2101854,1435954517874,953625,view,374092,
545332,1435357580530,194354,view,26031,
1477651,1430673876948,1280649,view,274446,
695818,1438817336830,1388698,addtocart,211243,
511652,1435244921875,543999,view,29085,
397728,1434856912817,491323,view,117659,
1400110,1442163881284,1114919,view,414351,
2375636,1437051590253,941649,view,157239,
2624630,1437925022189,818568,view,297034,
729750,1438927229344,404549,view,238680,
1161075,1441037930034,361041,view,420854,
2366929,1436935854315,104541,view,31078,
538589,1435347466654,607323,view,143229,
2736348,1438275002273,872679,view,301905,
2539384,1437609350893,206718,view,250879,
1345301,1441905808433,1094166,view,363111,
1155338,1441054049672,605392,view,273332,
567535,1435621269164,329097,view,328696,
779897,1439231217685,723486,view,105830,
1301173,1441747971081,620299,view,243554,
1628496,1431347555956,880839,view,389449,
2200654,1436292655340,557159,view,225826,
123675,1433647796551,1038985,view,419150,
307422,1434463261360,361220,view,212105,
749961,1439096135128,80846,view,361132,
405954,1434843208507,283473,view,177377,
695076,1438792310917,926397,addtocart,128132,
1609345,1431283903855,512812,view,336434,
626850,1438558478571,275399,view,231998,
1925681,1432448380767,443906,view,253755,
1425006,1442289077716,59810,view,202983,
971490,1440178990998,1179491,view,71442,
1658690,1431557504408,551398,view,241245,
1217784,1441311379976,460720,transaction,46938,9390.0
1100633,1440795826844,776240,view,328568,
590453,1435707920329,727420,view,443105,
2459925,1437329595467,263978,view,218033,
2430574,1437185614750,213465,view,240170,
1799905,1432068071824,1228700,view,374823,
298169,1434295740977,262897,view,314073,
2671694,1438050993841,292045,view,379790,
1333408,1441922220335,1021947,view,424481,
316633,1434506983090,690458,view,27184,
1475830,1430639965645,300257,view,461797,
2340851,1436809542745,1297062,view,369158,
1911541,1432597268790,935043,view,134089,
372937,1434744723173,1299120,view,327548,
577225,1435608913845,1319228,view,273470,
2628225,1437957068602,14406,view,96128,
1499086,1430719967626,310616,view,69533,
1413540,1442283091378,561105,view,289103,
780573,1439258971086,1015652,view,186888,
869744,1439693112361,291869,view,179455,
2249795,1436465006749,48820,view,218794,
2199647,1436280529696,1092945,view,376328,
75651,1433397727594,484597,view,397919,
1419861,1442294218109,856093,view,161963,
1392387,1442179153771,198424,view,47930,
640422,1438555790368,529428,view,99747,
1351704,1442012791516,1343746,view,118780,
1707464,1431740514046,276826,view,460141,
785256,1439262967683,150855,view,415677,
1058578,1440604393220,1167438,view,416399,
689939,1438807687755,666107,view,201659,
1586373,1431106162283,450867,view,199657,
2435935,1437230719195,50713,view,28595,
1023665,1440466492188,1181354,view,378637,
2278174,1436569645031,932255,view,440284,
2477550,1437455565857,1127170,view,339703,
551422,1435538712375,1050099,view,303696,
1049461,1440531244056,12268,view,277289,
2614226,1437889733159,1076369,view,198693,
595741,1435704160640,1338488,view,110302,
1375711,1442073886704,274715,view,343800,
832888,1439490678718,1214258,view,359981,
2417621,1437167847050,609963,view,23683,
2695212,1438193700381,305279,view,33085,
1850139,1432264053971,811652,view,452443,
740351,1438959368501,152757,view,307717,
2039001,1433047911765,60026,view,452720,
2109057,1435937709277,651616,view,272282,
1931722,1432455102185,240008,view,2175,
1388664,1442175956716,1343513,addtocart,390093,
529960,1435350553577,1350583,view,368060,
494276,1435252469243,425631,view,327948,
2026198,1432915569732,1248413,view,330506,
417997,1434942568932,1154722,view,98547,
2344517,1436913923459,741737,view,148731,
2158213,1436225538382,525508,view,254789,
2396475,1436943532705,1076333,view,218514,
2177338,1436230982509,1324078,view,192410,
157508,1433819462927,306117,view,23247,
2192372,1436294609579,394274,view,33302,
855579,1439583321277,1105262,view,109366,
1097938,1440808891340,620229,view,406700,
2657177,1438052414793,571783,view,315393,
251313,1434143758422,701594,view,114238,
1256550,1441595336909,1048774,view,331446,
1888538,1432444215834,1346797,view,419406,
2576588,1437803856413,757344,view,37115,
1287744,1441723965777,285483,view,281770,
1670588,1431539994326,1067815,addtocart,50133,
796196,1439346531132,1120791,view,115889,
1351178,1442014260790,1367896,view,386947,
1217566,1441301418702,440347,view,140661,
2240804,1436436920048,163422,view,444715,
645239,1438647305321,575295,addtocart,25,
2401680,1436996752136,1051470,view,284286,
2093904,1435850912515,152944,view,41281,
2011559,1432947529264,1181200,view,258758,
2637871,1437931421316,754699,view,286731,
234404,1434044711725,598809,view,386280,
2127665,1436071366669,1185764,view,115347,
2643068,1437969964499,795888,view,248418,
526288,1435443040130,1052247,view,170936,
40226,1433269268934,37765,view,51474,
773828,1439193418000,316448,view,129559,
407809,1434945674466,209471,view,117051,
2688875,1438122643939,861299,view,109583,
850123,1439581423503,522192,view,29863,
1615670,1431370877122,170277,view,124919,
270241,1434410119868,687056,view,73364,
2609948,1437862542745,217981,view,181941,
798540,1439322308992,370740,view,255383,
1304757,1441745276986,1405955,view,456373,
